Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
net.sourceforge.atunes.kernel.actions.RepositoryLoadInBackgroundAction,14,3,6,1,2,3,1,0.666666667,0,3,2
net.sourceforge.atunes.kernel.actions.RipCDAction,24,5,12,3,2,7,0.833333333,0.666666667,0,5,3
net.sourceforge.atunes.kernel.actions.RipCDRemoteAction,20,4,5,4,2,1,1,0.75,0,4,2
net.sourceforge.atunes.kernel.actions.SaveM3UPlayListAction,43,7,23,10,2,16,0.866666667,0.742857143,0,8,5
net.sourceforge.atunes.kernel.actions.SaveM3UPlayListSelectionAction,43,7,24,9,2,17,0.866666667,0.742857143,0,8,5
net.sourceforge.atunes.kernel.actions.SavePlayListAction,64,9,31,11,2,22,0.895833333,0.796296296,0,14,6
net.sourceforge.atunes.kernel.actions.SavePlayListSelectionAction,54,9,29,10,2,20,0.895833333,0.796296296,0,10,6
net.sourceforge.atunes.kernel.actions.SearchArtistAction,63,8,25,12,2,17,0.904761905,0.791666667,0,17,6
net.sourceforge.atunes.kernel.actions.SearchArtistAtAction,59,8,25,12,2,17,0.904761905,0.791666667,0,16,6
net.sourceforge.atunes.kernel.actions.SetAsPlayListAction,30,6,12,6,3,6,1,0.833333333,0,6,2
net.sourceforge.atunes.kernel.actions.SetFavoriteAlbumFromNavigatorAction,40,6,13,7,3,7,0.9,0.75,0,13,4
net.sourceforge.atunes.kernel.actions.SetFavoriteArtistFromNavigatorAction,40,6,13,7,3,7,0.9,0.75,0,13,4
net.sourceforge.atunes.kernel.actions.SetFavoriteSongFromNavigatorAction,25,5,9,6,3,4,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.actions.SetPlayListSelectionAsFavoriteAlbumAction,40,6,16,6,2,10,0.9,0.75,0,11,4
net.sourceforge.atunes.kernel.actions.SetPlayListSelectionAsFavoriteArtistAction,40,6,16,6,2,10,0.9,0.75,0,11,4
net.sourceforge.atunes.kernel.actions.SetPlayListSelectionAsFavoriteSongAction,40,6,16,6,2,10,0.9,0.75,0,11,4
net.sourceforge.atunes.kernel.actions.ShowAboutAction,14,3,6,1,2,3,1,0.666666667,0,3,2
net.sourceforge.atunes.kernel.actions.ShowAlbumsInNavigatorAction,34,7,15,5,3,8,0.875,0.75,0,8,4
net.sourceforge.atunes.kernel.actions.ShowArtistsInNavigatorAction,34,7,15,5,3,8,0.875,0.75,0,8,4
net.sourceforge.atunes.kernel.actions.ShowContextAction,31,6,15,3,2,9,0.9,0.75,0,6,4
net.sourceforge.atunes.kernel.actions.ShowCoverNavigatorAction,21,4,10,3,2,6,0.888888889,0.666666667,0,4,3
net.sourceforge.atunes.kernel.actions.ShowEqualizerAction,35,7,16,5,3,9,0.916666667,0.785714286,0,7,4
net.sourceforge.atunes.kernel.actions.ShowFoldersInNavigatorAction,34,7,15,5,3,8,0.875,0.75,0,8,4
net.sourceforge.atunes.kernel.actions.ShowGenresInNavigatorAction,34,7,15,5,3,8,0.875,0.75,0,8,4
net.sourceforge.atunes.kernel.actions.ShowLogAction,19,4,8,2,2,4,0.888888889,0.666666667,0,4,3
net.sourceforge.atunes.kernel.actions.ShowNavigationTableAction,41,7,17,4,2,10,0.875,0.75,0,11,4
net.sourceforge.atunes.kernel.actions.ShowNavigationTableFilterAction,24,5,12,2,2,7,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.actions.ShowNavigationTreeAction,41,7,17,4,2,10,0.875,0.75,0,11,4
net.sourceforge.atunes.kernel.actions.ShowNavigatorAction,31,6,15,3,2,9,0.9,0.75,0,6,4
net.sourceforge.atunes.kernel.actions.ShowNavigatorTableItemInfoAction,28,5,13,5,2,8,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.actions.ShowOSDAction,15,3,5,2,2,2,0.833333333,0.555555556,0,3,3
net.sourceforge.atunes.kernel.actions.ShowOSDRemoteAction,20,4,5,4,2,1,1,0.75,0,4,2
net.sourceforge.atunes.kernel.actions.ShowPlayListItemInfoAction,28,5,15,5,2,10,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.actions.ShowRadioBrowserAction,14,3,6,1,2,3,1,0.666666667,0,3,2
net.sourceforge.atunes.kernel.actions.ShowRecommendedEventsFromLastFMAction,69,9,27,11,2,18,0.892857143,0.793650794,0,9,7
net.sourceforge.atunes.kernel.actions.ShowStatsAction,14,3,6,1,2,3,1,0.666666667,0,3,2
net.sourceforge.atunes.kernel.actions.ShowStatusBarAction,23,5,12,2,2,7,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.actions.ShowYearsInNavigatorAction,34,7,15,5,3,8,0.875,0.75,0,8,4
net.sourceforge.atunes.kernel.actions.ShuffleModeAction,35,7,15,4,3,8,0.888888889,0.761904762,0,9,3
net.sourceforge.atunes.kernel.actions.ShuffleModeRemoteAction,27,3,7,3,2,4,1.166666667,0.777777778,0,9,3
net.sourceforge.atunes.kernel.actions.ShufflePlayListAction,35,7,15,6,2,8,0.944444444,0.80952381,0,7,3
net.sourceforge.atunes.kernel.actions.SimilarArtistsModeAction,49,9,18,8,3,9,0.90625,0.805555556,0,11,4
net.sourceforge.atunes.kernel.actions.SkipToRemoteAction,32,4,10,6,2,6,1,0.75,0,10,2
net.sourceforge.atunes.kernel.actions.SortPlayListColumnAscendingAction,12,2,5,5,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.actions.SortPlayListColumnDescendingAction,13,2,5,5,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.actions.StopAfterCurrentAudioObjectAction,34,6,13,4,2,7,1,0.833333333,0,6,2
net.sourceforge.atunes.kernel.actions.StopCurrentAudioObjectAction,25,5,11,2,2,6,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.actions.StopCurrentAudioObjectRemoteAction,20,4,5,4,2,1,1,0.75,0,4,2
net.sourceforge.atunes.kernel.actions.SynchronizeDeviceWithPlayListAction,31,5,13,8,2,8,0.833333333,0.666666667,0,5,3
net.sourceforge.atunes.kernel.actions.ToggleOSDSettingAction,19,4,11,1,2,7,0.833333333,0.625,0,4,2
net.sourceforge.atunes.kernel.actions.ToggleWindowVisibilityAction,11,2,3,1,2,1,1,0.5,0,2,2
net.sourceforge.atunes.kernel.actions.VolumeDownAction,15,3,8,1,2,5,1,0.666666667,0,3,2
net.sourceforge.atunes.kernel.actions.VolumeDownRemoteAction,24,5,8,5,2,3,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.actions.VolumeUpAction,15,3,8,1,2,5,1,0.666666667,0,3,2
net.sourceforge.atunes.kernel.actions.VolumeUpRemoteAction,24,5,8,5,2,3,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.kernel.ApplicationLifeCycleListeners,30,5,10,1,0,5,0,0,0,9,1
net.sourceforge.atunes.kernel.BackgroundWorker,66,13,22,10,0,10,0.9,0.830769231,22,13,5
net.sourceforge.atunes.kernel.BackgroundWorkerWithIndeterminateProgress,25,6,10,3,1,4,0.7,0.583333333,6,6,2
net.sourceforge.atunes.kernel.DeviceListeners,24,4,8,2,0,4,0,0,0,7,1
net.sourceforge.atunes.kernel.FavoritesListeners,12,2,4,1,0,2,0,0,0,3,1
net.sourceforge.atunes.kernel.Finisher,66,8,23,8,0,16,0.857142857,0.75,0,12,4
net.sourceforge.atunes.kernel.HandlerInitializer,16,3,5,3,0,2,0,0,0,5,1
net.sourceforge.atunes.kernel.Kernel,136,14,45,13,1,31,0.830769231,0.771428571,0,20,5
net.sourceforge.atunes.kernel.LanguageSelector,14,1,11,3,0,10,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.cdripper.AbstractCdToWavConverter,43,13,14,4,0,2,0.875,0.807692308,3,14,4
net.sourceforge.atunes.kernel.modules.cdripper.AbstractEncoder,102,16,40,12,1,25,0.933333333,0.875,7,21,10
net.sourceforge.atunes.kernel.modules.cdripper.Cdda2wav,248,14,68,17,1,55,0.869230769,0.807142857,0,62,10
net.sourceforge.atunes.kernel.modules.cdripper.Cdda2wavConstants,18,1,1,0,0,0,0,1,0,1,15
net.sourceforge.atunes.kernel.modules.cdripper.Cdda2wavScanBus,231,11,47,14,0,36,0.72,0.654545455,0,47,5
net.sourceforge.atunes.kernel.modules.cdripper.CDInfo,77,21,22,3,1,1,0.945454545,0.9004329,0,21,11
net.sourceforge.atunes.kernel.modules.cdripper.CdInfoTableModel,146,19,48,10,1,29,0.873015873,0.827067669,0,67,8
net.sourceforge.atunes.kernel.modules.cdripper.Cdparanoia,172,7,57,16,1,51,0.916666667,0.785714286,0,34,4
net.sourceforge.atunes.kernel.modules.cdripper.CdRipper,117,15,41,15,0,26,0.795918367,0.742857143,0,29,7
net.sourceforge.atunes.kernel.modules.cdripper.CdRipperFileNameCreator,20,3,7,5,0,4,0.5,0.333333333,0,5,2
net.sourceforge.atunes.kernel.modules.cdripper.CdRipperFolderNameCreator,37,6,20,9,0,14,0.8,0.666666667,0,10,5
net.sourceforge.atunes.kernel.modules.cdripper.CdToWavConverterFactory,28,3,10,6,0,7,0.5,0.333333333,0,14,2
net.sourceforge.atunes.kernel.modules.cdripper.CdToWavConverterTest,24,2,9,3,0,7,0,0,0,19,0
net.sourceforge.atunes.kernel.modules.cdripper.DecoderProgressListener,18,3,5,3,1,2,0.5,0.333333333,0,5,1
net.sourceforge.atunes.kernel.modules.cdripper.EncodeFileRunnable,70,6,19,6,1,13,0.675,0.5625,0,21,8
net.sourceforge.atunes.kernel.modules.cdripper.Encoder,12,10,10,0,0,0,0,0,1,10,0
net.sourceforge.atunes.kernel.modules.cdripper.EncoderProgressListener,16,3,5,3,1,2,0.5,0.333333333,0,4,1
net.sourceforge.atunes.kernel.modules.cdripper.FakeCDToWavConverter,61,5,25,8,1,21,0,0,0,10,0
net.sourceforge.atunes.kernel.modules.cdripper.FakeEncoder,48,5,18,5,2,13,0,0,0,9,0
net.sourceforge.atunes.kernel.modules.cdripper.FillSongTitlesBackgroundWorker,48,7,22,8,1,15,0.791666667,0.678571429,0,9,4
net.sourceforge.atunes.kernel.modules.cdripper.FlacEncoder,97,4,36,12,2,32,0.916666667,0.6875,0,21,8
net.sourceforge.atunes.kernel.modules.cdripper.GetCdInfoAndStartRippingBackgroundWorker,104,10,61,11,1,51,0.805555556,0.725,0,16,4
net.sourceforge.atunes.kernel.modules.cdripper.LameEncoder,129,6,40,12,2,34,0.95,0.791666667,0,30,8
net.sourceforge.atunes.kernel.modules.cdripper.Mp4Encoder,112,4,37,12,2,33,0.916666667,0.6875,0,24,8
net.sourceforge.atunes.kernel.modules.cdripper.NeroAacEncoder,98,4,31,12,2,27,0.925925926,0.694444444,0,20,9
net.sourceforge.atunes.kernel.modules.cdripper.NoCdListener,3,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.cdripper.OggEncoder,125,6,40,12,2,34,0.95,0.791666667,0,29,8
net.sourceforge.atunes.kernel.modules.cdripper.ProgressListener,4,2,2,0,0,0,0,0,3,2,0
net.sourceforge.atunes.kernel.modules.cdripper.ReadCddaThread,182,13,69,11,1,56,0.833333333,0.769230769,0,39,11
net.sourceforge.atunes.kernel.modules.cdripper.RipCdDialog,275,32,92,24,2,60,0.939784946,0.910416667,0,39,15
net.sourceforge.atunes.kernel.modules.cdripper.RipCdDialogController,140,24,66,14,2,42,0.952173913,0.9125,0,27,10
net.sourceforge.atunes.kernel.modules.cdripper.RipCdDialogListener,55,3,36,8,1,33,0.333333333,0.222222222,0,13,3
net.sourceforge.atunes.kernel.modules.cdripper.RipperHandler,297,30,109,39,3,79,0.948275862,0.916666667,0,65,17
net.sourceforge.atunes.kernel.modules.cdripper.RipperProgressDialog,205,21,56,16,2,37,0.9,0.857142857,0,23,9
net.sourceforge.atunes.kernel.modules.cdripper.RipTracksBackgroundWorker,43,7,16,10,1,9,0.785714286,0.673469388,0,7,7
net.sourceforge.atunes.kernel.modules.cdripper.TotalProgressListener,21,3,8,4,1,5,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.cdripper.WavEncoder,28,4,11,3,2,7,1,0.75,0,8,1
net.sourceforge.atunes.kernel.modules.columns.AbstractColumn,204,40,64,20,2,24,0.944773176,0.921153846,29,53,15
net.sourceforge.atunes.kernel.modules.columns.AbstractColumnSet,170,19,51,12,1,32,0.916666667,0.868421053,5,45,4
net.sourceforge.atunes.kernel.modules.columns.AlbumArtistColumn,35,6,18,5,3,12,0.7,0.583333333,0,10,2
net.sourceforge.atunes.kernel.modules.columns.AlbumColumn,78,9,26,10,3,17,0.875,0.777777778,0,21,7
net.sourceforge.atunes.kernel.modules.columns.AlbumColumnSet,16,4,6,4,2,2,0.333333333,0.25,0,4,1
net.sourceforge.atunes.kernel.modules.columns.ArtistColumn,93,9,27,10,3,18,0.875,0.777777778,0,31,7
net.sourceforge.atunes.kernel.modules.columns.AscendingColumnSortComparator,10,2,3,4,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.columns.BitrateColumn,24,4,15,4,3,11,1.333333333,1,0,6,1
net.sourceforge.atunes.kernel.modules.columns.ComposerColumn,24,5,12,4,3,7,1.25,1,0,5,1
net.sourceforge.atunes.kernel.modules.columns.DateColumn,46,6,15,5,3,9,0.9,0.75,0,18,2
net.sourceforge.atunes.kernel.modules.columns.DescendingColumnSortComparator,10,2,3,4,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.columns.DiscNumberColumn,21,4,13,4,3,9,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.columns.FavoriteColumn,41,7,12,8,3,5,1,0.857142857,0,9,3
net.sourceforge.atunes.kernel.modules.columns.FileNameColumn,34,5,11,5,3,6,0.875,0.7,0,9,2
net.sourceforge.atunes.kernel.modules.columns.FrequencyColumn,24,4,15,4,3,11,1.333333333,1,0,6,1
net.sourceforge.atunes.kernel.modules.columns.GenreColumn,56,9,21,5,3,12,0.875,0.777777778,0,21,2
net.sourceforge.atunes.kernel.modules.columns.LengthColumn,32,4,15,4,3,11,1.333333333,1,0,8,1
net.sourceforge.atunes.kernel.modules.columns.NavigatorColumnSet,22,5,9,5,2,4,0.625,0.5,0,5,2
net.sourceforge.atunes.kernel.modules.columns.PathColumn,45,5,12,5,3,7,0.875,0.7,0,13,2
net.sourceforge.atunes.kernel.modules.columns.PlayingColumn,40,8,14,8,3,6,0.952380952,0.833333333,0,10,3
net.sourceforge.atunes.kernel.modules.columns.PlayListColumnSet,22,5,9,5,2,4,0.625,0.5,0,5,2
net.sourceforge.atunes.kernel.modules.columns.ScoreColumn,126,17,40,19,3,23,0.95,0.894117647,0,29,12
net.sourceforge.atunes.kernel.modules.columns.ScoreColumn.ScoreColumnCellEditorRenderer,11,1,2,6,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.columns.SearchResultsColumnSet,24,5,8,5,2,3,0.625,0.5,0,5,2
net.sourceforge.atunes.kernel.modules.columns.SizeColumn,32,4,12,5,3,8,1.333333333,1,0,8,1
net.sourceforge.atunes.kernel.modules.columns.TimesPlayedColumn,45,5,15,7,3,10,0.875,0.7,0,13,3
net.sourceforge.atunes.kernel.modules.columns.TitleColumn,24,5,13,4,3,8,1.25,1,0,5,1
net.sourceforge.atunes.kernel.modules.columns.TrackColumn,25,4,13,4,3,9,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.columns.TypeColumn,34,7,13,8,3,6,1,0.857142857,0,7,3
net.sourceforge.atunes.kernel.modules.columns.YearColumn,35,6,15,5,3,9,0.8,0.666666667,0,6,2
net.sourceforge.atunes.kernel.modules.command.CommandHandler,75,9,32,11,3,23,0.75,0.666666667,0,21,3
net.sourceforge.atunes.kernel.modules.command.RunCommandRunnable,12,2,3,3,1,1,0,0,0,2,2
net.sourceforge.atunes.kernel.modules.context.AbstractContextPanel,215,21,69,31,1,48,0.90625,0.863095238,6,47,8
net.sourceforge.atunes.kernel.modules.context.AbstractContextPanelContent,89,18,26,12,1,8,0.933823529,0.881944444,10,20,8
net.sourceforge.atunes.kernel.modules.context.album.AlbumBasicInfoContent,118,12,54,18,2,42,0.828282828,0.759259259,0,14,9
net.sourceforge.atunes.kernel.modules.context.album.AlbumContextPanel,37,7,17,7,2,10,0.888888889,0.761904762,0,11,3
net.sourceforge.atunes.kernel.modules.context.album.AlbumInfoDataSource,159,19,45,15,1,26,0.854166667,0.809210526,0,46,8
net.sourceforge.atunes.kernel.modules.context.album.ContextTracksTableModel,39,8,14,7,1,6,0.928571429,0.8125,0,10,2
net.sourceforge.atunes.kernel.modules.context.artist.AlbumsTableCellRendererCode,18,3,9,6,3,6,0.5,0.333333333,0,3,1
net.sourceforge.atunes.kernel.modules.context.artist.ArtistAlbumListImagesDataSource,53,9,18,8,1,9,0.825,0.733333333,0,13,5
net.sourceforge.atunes.kernel.modules.context.artist.ArtistAlbumsContent,35,4,20,12,2,16,0.833333333,0.625,0,4,2
net.sourceforge.atunes.kernel.modules.context.artist.ArtistAlbumsFlowContent,51,5,31,13,2,26,0.5,0.4,0,9,1
net.sourceforge.atunes.kernel.modules.context.artist.ArtistAlbumsSelector,12,2,4,3,0,2,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.context.artist.ArtistBasicInfoContent,77,4,34,12,2,30,0.533333333,0.4,0,8,5
net.sourceforge.atunes.kernel.modules.context.artist.ArtistContextPanel,37,7,15,7,2,8,0.888888889,0.761904762,0,11,3
net.sourceforge.atunes.kernel.modules.context.artist.ArtistInfoDataSource,91,15,28,6,1,13,0.841269841,0.785185185,0,24,9
net.sourceforge.atunes.kernel.modules.context.artist.ArtistPopularTracksDataSource,45,8,14,6,1,6,0.828571429,0.725,0,11,5
net.sourceforge.atunes.kernel.modules.context.artist.ArtistTopTracksContent,60,8,25,12,2,17,0.857142857,0.75,0,8,6
net.sourceforge.atunes.kernel.modules.context.artist.ContextAlbumsTableModel,35,8,12,7,1,4,0.857142857,0.75,0,8,2
net.sourceforge.atunes.kernel.modules.context.artist.ContextArtistTracksTableModel,41,8,13,7,1,5,0.857142857,0.75,0,10,2
net.sourceforge.atunes.kernel.modules.context.artist.CoverMouseAdapter,22,4,9,4,1,5,0.555555556,0.416666667,0,4,3
net.sourceforge.atunes.kernel.modules.context.artist.CreatePlaylistWithPopularTracksActionListener,32,4,12,8,1,8,0.666666667,0.5,0,7,3
net.sourceforge.atunes.kernel.modules.context.artist.OpenAlbumUrlAction,18,4,12,5,2,8,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.context.audioobject.AudioObjectBasicInfoContent,83,8,39,15,2,31,0.75,0.65625,0,9,8
net.sourceforge.atunes.kernel.modules.context.audioobject.AudioObjectBasicInfoDataSource,114,16,35,11,1,19,0.916666667,0.859375,0,37,12
net.sourceforge.atunes.kernel.modules.context.audioobject.AudioObjectContextPanel,48,7,11,7,2,4,0.944444444,0.80952381,0,18,3
net.sourceforge.atunes.kernel.modules.context.audioobject.LyricsContent,126,12,50,21,2,38,0.818181818,0.75,0,19,11
net.sourceforge.atunes.kernel.modules.context.audioobject.LyricsDataSource,47,7,18,6,1,11,0.8,0.685714286,0,12,5
net.sourceforge.atunes.kernel.modules.context.audioobject.OpenUrlActionListener,12,2,4,4,1,2,0,0,0,2,2
net.sourceforge.atunes.kernel.modules.context.ClearContextPanelContent,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.context.ContextHandler,194,29,51,15,3,23,0.9,0.868965517,0,51,10
net.sourceforge.atunes.kernel.modules.context.ContextInformationBackgroundWorker,43,8,16,6,1,8,0.761904762,0.666666667,0,10,3
net.sourceforge.atunes.kernel.modules.context.ContextInformationTableFactory,30,3,17,6,0,14,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.context.ContextPanelContainer,12,2,4,2,1,2,2,1,0,2,1
net.sourceforge.atunes.kernel.modules.context.ContextPanelContentUpdated,18,2,3,3,1,1,0.333333333,0.166666667,0,3,3
net.sourceforge.atunes.kernel.modules.context.ContextTable,51,7,27,10,1,20,0.958333333,0.821428571,0,9,4
net.sourceforge.atunes.kernel.modules.context.ContextTableAction,31,9,11,6,1,2,0.916666667,0.814814815,6,10,3
net.sourceforge.atunes.kernel.modules.context.ContextTableRowPanel,57,6,24,12,1,18,0.85,0.708333333,0,9,4
net.sourceforge.atunes.kernel.modules.context.ContextTableRowPanelFactory,12,1,6,7,0,5,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.context.ContextTableRowPanelRendererCode,55,8,25,14,2,17,0.880952381,0.770833333,4,12,6
net.sourceforge.atunes.kernel.modules.context.ContextTableRowPopupMenuListener,23,4,8,6,1,4,0.666666667,0.5,0,5,2
net.sourceforge.atunes.kernel.modules.context.ContextTableURLOpener,10,2,4,2,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.context.event.EventsContent,36,5,18,11,2,13,0.5,0.4,0,5,1
net.sourceforge.atunes.kernel.modules.context.event.EventsContextPanel,39,7,13,7,2,6,0.833333333,0.714285714,0,9,2
net.sourceforge.atunes.kernel.modules.context.event.EventsDataSource,23,5,7,4,1,2,0.75,0.6,0,5,3
net.sourceforge.atunes.kernel.modules.context.event.EventsResultsTableCellRendererCode,16,2,12,5,3,10,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.context.event.EventsResultTableModel,45,9,14,7,1,5,0.8125,0.722222222,0,13,2
net.sourceforge.atunes.kernel.modules.context.event.OpenEventAction,18,4,12,5,2,8,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.context.ITracksTableListener,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.kernel.modules.context.ITrackTableModel,3,1,1,0,0,0,0,0,2,1,0
net.sourceforge.atunes.kernel.modules.context.similar.AddAlbumArtistToPlayListContextTableAction,44,8,22,11,2,14,0.892857143,0.78125,0,9,4
net.sourceforge.atunes.kernel.modules.context.similar.ReadMoreContextTableAction,20,4,12,5,2,8,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.context.similar.SearchArtistContextTableAction,36,7,19,9,2,12,0.916666667,0.785714286,0,7,4
net.sourceforge.atunes.kernel.modules.context.similar.SimilarArtistsContent,46,4,19,12,2,15,0.833333333,0.625,0,6,2
net.sourceforge.atunes.kernel.modules.context.similar.SimilarArtistsContextPanel,36,7,15,7,2,8,0.75,0.642857143,0,11,2
net.sourceforge.atunes.kernel.modules.context.similar.SimilarArtistsDataSource,54,7,23,10,1,16,0.944444444,0.80952381,0,12,6
net.sourceforge.atunes.kernel.modules.context.similar.SimilarArtistsDragAndDrop,44,7,21,14,1,14,0.833333333,0.714285714,0,9,2
net.sourceforge.atunes.kernel.modules.context.similar.SimilarArtistsTableModel,38,8,12,7,1,4,0.857142857,0.75,0,10,2
net.sourceforge.atunes.kernel.modules.context.similar.SimilarArtistTableCellRendererCode,21,2,10,5,3,8,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.context.TrackInfoTableCellRendererCode,63,6,24,12,2,18,0.8,0.666666667,0,16,5
net.sourceforge.atunes.kernel.modules.context.TracksDefaultTableColumnModel,10,1,4,1,1,3,0,1,0,2,1
net.sourceforge.atunes.kernel.modules.context.TracksTableListSelectionListener,18,2,7,5,1,5,0,0,0,4,2
net.sourceforge.atunes.kernel.modules.context.youtube.OpenYoutubeVideoAction,26,5,15,6,2,10,1,0.8,0,6,2
net.sourceforge.atunes.kernel.modules.context.youtube.YoutubeContent,97,11,40,16,2,29,0.8,0.727272727,0,12,7
net.sourceforge.atunes.kernel.modules.context.youtube.YoutubeContextPanel,26,6,8,6,2,2,0.8,0.666666667,0,6,1
net.sourceforge.atunes.kernel.modules.context.youtube.YoutubeDataSource,32,6,10,5,1,4,0.8,0.666666667,0,8,3
net.sourceforge.atunes.kernel.modules.context.youtube.YoutubeResultsTableCellRendererCode,16,2,8,5,3,6,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.context.youtube.YoutubeResultTableModel,49,10,16,7,1,6,0.777777778,0.7,0,14,2
net.sourceforge.atunes.kernel.modules.covernavigator.CoverNavigationListSelectionListener,14,2,5,2,1,3,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.covernavigator.CoverNavigatorController,53,8,26,9,2,18,0.971428571,0.85,0,9,5
net.sourceforge.atunes.kernel.modules.covernavigator.GenerateAndShowAlbumPanelsBackgroundWorker,75,8,44,15,1,36,0.821428571,0.71875,0,11,4
net.sourceforge.atunes.kernel.modules.covernavigator.GetCoversButtonActionListener,20,2,9,7,1,7,0,0,0,3,3
net.sourceforge.atunes.kernel.modules.covernavigator.GetCoversProcessListener,28,4,7,3,1,3,0.666666667,0.5,0,6,1
net.sourceforge.atunes.kernel.modules.covernavigator.IntermediateResult,14,3,3,2,0,0,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.draganddrop.DragableArtist,12,3,3,1,0,0,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.draganddrop.DragAndDropHelper,30,4,8,2,0,4,1,0.75,0,12,1
net.sourceforge.atunes.kernel.modules.draganddrop.ExternalDragAndDropDataExtractor,65,4,21,9,0,17,1,0.75,0,20,2
net.sourceforge.atunes.kernel.modules.draganddrop.ExternalImportProcessor,70,9,33,14,0,24,0.875,0.777777778,0,19,7
net.sourceforge.atunes.kernel.modules.draganddrop.InternalImportProcessor,115,10,47,19,0,37,0.844444444,0.76,0,31,5
net.sourceforge.atunes.kernel.modules.draganddrop.NavigatorToPlayListDragAndDropProcessor,62,8,20,11,0,12,0.80952381,0.708333333,0,16,3
net.sourceforge.atunes.kernel.modules.draganddrop.PlayListDragableRow,16,3,4,2,0,1,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.draganddrop.PlayListDragableRowComparator,11,2,6,3,1,4,1,0.5,0,2,2
net.sourceforge.atunes.kernel.modules.draganddrop.PlayListTableTransferHandler,70,3,26,6,1,23,0.75,0.5,0,25,2
net.sourceforge.atunes.kernel.modules.draganddrop.PlayListToDeviceDragAndDropListener,58,8,29,15,1,21,0.857142857,0.75,0,14,2
net.sourceforge.atunes.kernel.modules.draganddrop.TreeNavigationTransferHandler,83,4,19,8,1,15,0.666666667,0.5,0,24,3
net.sourceforge.atunes.kernel.modules.favorites.Favorites,87,18,35,9,2,21,0.735294118,0.694444444,0,18,4
net.sourceforge.atunes.kernel.modules.favorites.FavoritesAlbumsManager,80,7,25,12,0,18,0.75,0.642857143,0,25,2
net.sourceforge.atunes.kernel.modules.favorites.FavoritesArtistsManager,76,7,23,11,0,16,0.75,0.642857143,0,24,2
net.sourceforge.atunes.kernel.modules.favorites.FavoritesHandler,174,26,48,13,3,24,0.76,0.730769231,0,42,4
net.sourceforge.atunes.kernel.modules.favorites.FavoritesInitializationTask,19,2,7,4,2,5,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.favorites.FavoritesObjectDataStore,38,7,11,4,1,6,0.75,0.642857143,0,7,2
net.sourceforge.atunes.kernel.modules.favorites.FavoritesSongsManager,91,9,32,14,0,23,0.8125,0.722222222,0,27,4
net.sourceforge.atunes.kernel.modules.filter.FilterController,39,9,26,10,2,17,0.875,0.777777778,0,9,4
net.sourceforge.atunes.kernel.modules.filter.FilterControllerActionListener,18,2,10,2,1,8,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.filter.FilterControllerFocusListener,19,3,11,2,1,8,0,0,0,5,1
net.sourceforge.atunes.kernel.modules.filter.FilterControllerKeyAdapter,13,2,8,2,1,6,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.filter.FilterHandler,51,10,19,5,3,9,0.873015873,0.785714286,0,10,7
net.sourceforge.atunes.kernel.modules.filter.FilterTextFieldDocumentListener,35,6,12,2,1,6,0.6,0.5,0,6,1
