Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
net.sourceforge.atunes.kernel.modules.playlist.PlayListObjectDataStore,38,7,11,4,1,6,0.75,0.642857143,0,8,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListPersistor,24,3,6,4,0,3,0.666666667,0.444444444,0,4,3
net.sourceforge.atunes.kernel.modules.playlist.PlayListPodcastFeedEntryFilter,14,1,5,5,1,4,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListPointedList,21,5,5,5,2,2,0.75,0.6,0,3,3
net.sourceforge.atunes.kernel.modules.playlist.PlayListRadioFilter,13,1,5,5,1,4,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListReader,41,3,17,8,0,14,0.5,0.333333333,0,10,1
net.sourceforge.atunes.kernel.modules.playlist.PlayListRemover,181,20,59,15,0,39,0.824561404,0.783333333,0,47,9
net.sourceforge.atunes.kernel.modules.playlist.PlayListRemoverFromDevice,40,5,16,11,0,11,0.75,0.6,0,10,4
net.sourceforge.atunes.kernel.modules.playlist.PlayListsChecker,36,5,13,10,0,8,0.75,0.6,0,10,3
net.sourceforge.atunes.kernel.modules.playlist.PlayListsContainer,140,19,38,9,1,20,0.824074074,0.780701754,0,36,6
net.sourceforge.atunes.kernel.modules.playlist.PlayListSelectorWrapper,102,14,48,16,0,34,0.743589744,0.69047619,0,16,6
net.sourceforge.atunes.kernel.modules.playlist.PlayListTabController,68,11,25,7,2,14,0.5,0.454545455,0,12,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListTableModel,50,7,15,9,3,8,0.583333333,0.5,0,14,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListTabListener,12,2,4,2,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.playlist.PlayListWriter,43,5,18,9,0,14,0.75,0.6,0,10,2
net.sourceforge.atunes.kernel.modules.playlist.RowListComparator,11,2,3,3,1,1,1,0.5,0,2,2
net.sourceforge.atunes.kernel.modules.playlist.ShufflePointedList,18,3,7,6,2,4,1,0.666666667,0,4,3
net.sourceforge.atunes.kernel.modules.playlist.SmartPlayListHandler,76,8,32,12,3,24,0.476190476,0.416666667,0,15,3
net.sourceforge.atunes.kernel.modules.playlist.UpdateDynamicPlayListBackgroundWorker,30,6,10,6,2,4,0.7,0.583333333,0,6,2
net.sourceforge.atunes.kernel.modules.playlist.VoidPlayList,120,33,31,12,2,0,1.03125,1,0,31,1
net.sourceforge.atunes.kernel.modules.podcast.AddPodcastFeedDialog,170,13,55,20,2,42,0.916666667,0.846153846,0,18,10
net.sourceforge.atunes.kernel.modules.podcast.DeleteDownloadedPodcastFeedBackgroundWorker,31,6,10,7,1,4,0.8,0.666666667,0,7,3
net.sourceforge.atunes.kernel.modules.podcast.DownloadPodcastFeedEntryIntermediateResult,37,9,9,3,0,0,0.75,0.666666667,0,9,4
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeed,148,26,39,9,2,15,0.888888889,0.854700855,0,36,9
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedComparator,7,1,4,2,1,3,0,1,0,1,1
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedEntry,197,40,46,13,2,7,0.963675214,0.939583333,0,44,12
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedEntryDownloadChecker,22,2,17,8,1,15,0,0,0,5,2
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedEntryDownloader,149,17,57,27,1,40,0.890625,0.838235294,0,33,16
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedEntryRetriever,248,22,79,22,1,57,0.952380952,0.909090909,0,65,9
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedEntryRetriever.RefreshViewRunnable,8,1,3,0,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedHandler,319,31,105,35,3,75,0.942424242,0.91202346,0,72,12
net.sourceforge.atunes.kernel.modules.podcast.PodcastObjectDataStore,39,7,11,5,1,6,0.75,0.642857143,0,8,2
net.sourceforge.atunes.kernel.modules.podcast.PodcastsInitializationTask,17,2,7,6,2,5,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.podcast.SetDownloadedRunnable,15,2,7,4,1,5,0,0,0,3,2
net.sourceforge.atunes.kernel.modules.process.AbstractChangeTagProcess,62,12,21,12,2,9,0.818181818,0.75,13,15,3
net.sourceforge.atunes.kernel.modules.process.AbstractLocalAudioObjectTransferProcess,227,28,70,16,2,44,0.9,0.867857143,4,47,10
net.sourceforge.atunes.kernel.modules.process.AbstractProcess,121,18,43,11,1,25,0.905882353,0.855555556,4,29,8
net.sourceforge.atunes.kernel.modules.process.AddToPlayListRunnable,26,2,7,5,1,5,0,0,0,5,4
net.sourceforge.atunes.kernel.modules.process.AudioObjectExporter,36,5,19,9,1,14,0.8125,0.65,0,7,4
net.sourceforge.atunes.kernel.modules.process.ClearTagsProcess,6,1,3,2,3,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.process.EditTagFromFileNamePatternProcess,34,5,16,8,3,11,0.75,0.6,0,7,4
net.sourceforge.atunes.kernel.modules.process.EditTagFromFolderNamePatternProcess,39,6,17,9,3,11,0.8,0.666666667,0,8,5
net.sourceforge.atunes.kernel.modules.process.EditTagsProcess,31,3,11,8,3,8,0.5,0.333333333,0,9,1
net.sourceforge.atunes.kernel.modules.process.EditTitlesProcess,32,5,13,7,3,8,0.625,0.5,0,8,2
net.sourceforge.atunes.kernel.modules.process.ExportFilesProcess,14,3,7,2,3,4,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.process.ExportProcessListener,24,3,7,4,1,4,0.5,0.333333333,0,4,1
net.sourceforge.atunes.kernel.modules.process.GetCoversProcess,63,8,26,12,2,18,0.80952381,0.708333333,0,13,3
net.sourceforge.atunes.kernel.modules.process.ImportFilesProcess,172,15,58,14,3,43,0.857142857,0.8,0,43,5
net.sourceforge.atunes.kernel.modules.process.LoadPlayListProcess,49,10,21,11,2,11,0.866666667,0.78,0,11,5
net.sourceforge.atunes.kernel.modules.process.ProcessFactory,12,2,3,3,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.process.RemoveCommonPrefixProcess,36,4,18,8,3,14,0.333333333,0.25,0,8,1
net.sourceforge.atunes.kernel.modules.process.RemoveCommonSuffixProcess,36,4,18,8,3,14,0.333333333,0.25,0,8,1
net.sourceforge.atunes.kernel.modules.process.SetAlbumNamesProcess,19,3,8,5,3,5,0.5,0.333333333,0,4,2
net.sourceforge.atunes.kernel.modules.process.SetCoversProcess,59,5,30,16,3,25,0.75,0.6,0,14,3
net.sourceforge.atunes.kernel.modules.process.SetGenresProcess,46,5,21,8,3,16,0.666666667,0.533333333,0,12,3
net.sourceforge.atunes.kernel.modules.process.SetLyricsProcess,21,3,13,6,3,10,0.5,0.333333333,0,5,2
net.sourceforge.atunes.kernel.modules.process.SetStarsProcess,10,2,3,3,3,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.process.SetTrackNumberProcess,11,2,8,5,3,6,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.process.TransferToDeviceProcess,42,7,13,8,3,6,0.333333333,0.285714286,0,9,1
net.sourceforge.atunes.kernel.modules.process.TransferToRepositoryProcess,33,7,14,6,3,7,0.833333333,0.714285714,0,7,2
net.sourceforge.atunes.kernel.modules.radio.Radio,239,44,52,11,2,9,0.947145877,0.925619835,0,71,14
net.sourceforge.atunes.kernel.modules.radio.RadioBrowserDialog,86,8,34,14,2,26,0.928571429,0.8125,0,8,4
net.sourceforge.atunes.kernel.modules.radio.RadioBrowserDialogController,57,8,28,13,2,20,0.80952381,0.708333333,0,11,3
net.sourceforge.atunes.kernel.modules.radio.RadioBrowserDialogListener,27,2,12,6,1,10,0,0,0,7,2
net.sourceforge.atunes.kernel.modules.radio.RadioBrowserTableModel,56,9,18,7,1,9,0.875,0.777777778,0,18,3
net.sourceforge.atunes.kernel.modules.radio.RadioComparator,7,1,4,2,1,3,0,1,0,1,1
net.sourceforge.atunes.kernel.modules.radio.RadioHandler,106,17,37,10,3,22,0.875,0.823529412,0,25,3
net.sourceforge.atunes.kernel.modules.radio.RadioInitializationTask,17,2,6,4,2,4,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.radio.RetrieveRadioBrowserDataBackgroundWorker,52,8,16,8,2,8,0.857142857,0.75,0,12,3
net.sourceforge.atunes.kernel.modules.repository.AbstractRepositoryLoader,187,28,55,20,1,27,0.938271605,0.904761905,2,46,15
net.sourceforge.atunes.kernel.modules.repository.AddFilesToRepositoryTask,83,11,34,14,0,23,0.871428571,0.792207792,0,11,7
net.sourceforge.atunes.kernel.modules.repository.Album,110,14,28,14,2,15,0.91025641,0.845238095,0,40,7
net.sourceforge.atunes.kernel.modules.repository.ApplySynchronizationBetweenDeviceAndPlayListBackgroundWorker,88,11,22,12,1,11,0.857142857,0.779220779,0,14,7
net.sourceforge.atunes.kernel.modules.repository.Artist,81,14,29,11,2,16,0.923076923,0.857142857,0,23,3
net.sourceforge.atunes.kernel.modules.repository.AudioFile,228,41,67,12,2,27,0.930555556,0.907859079,0,71,10
net.sourceforge.atunes.kernel.modules.repository.AudioObjectComparator,34,3,17,5,2,14,1,0.666666667,0,12,2
net.sourceforge.atunes.kernel.modules.repository.AudioObjectDuplicateFinder,55,6,21,12,2,15,1,0.833333333,0,27,2
net.sourceforge.atunes.kernel.modules.repository.CalculateSynchronizationBetweenDeviceAndPlayListBackgroundWorker,56,8,19,10,2,11,0.857142857,0.75,0,10,4
net.sourceforge.atunes.kernel.modules.repository.DeleteFilesTask,36,7,12,7,2,5,0.833333333,0.714285714,0,9,3
net.sourceforge.atunes.kernel.modules.repository.DeviceHandler,584,53,174,43,3,122,0.942307692,0.924528302,0,130,17
net.sourceforge.atunes.kernel.modules.repository.DeviceHandler.CopyFilesToDeviceProcessListener,24,2,8,3,1,6,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.repository.DeviceMonitor,69,11,24,9,1,13,0.85,0.772727273,0,18,6
net.sourceforge.atunes.kernel.modules.repository.DeviceObjectDataStore,52,8,15,7,1,9,0.80952381,0.708333333,0,11,3
net.sourceforge.atunes.kernel.modules.repository.FileManager,210,28,68,13,1,41,0.925925926,0.892857143,0,48,4
net.sourceforge.atunes.kernel.modules.repository.Folder,134,20,42,13,2,23,0.915789474,0.87,0,40,5
net.sourceforge.atunes.kernel.modules.repository.FolderRefresher,65,9,23,11,0,14,0.8,0.711111111,0,15,5
net.sourceforge.atunes.kernel.modules.repository.Genre,50,11,18,8,2,8,0.766666667,0.696969697,0,12,3
net.sourceforge.atunes.kernel.modules.repository.IHashCalculator,3,1,1,0,0,0,0,0,2,1,0
net.sourceforge.atunes.kernel.modules.repository.ImportFoldersLoaderListener,49,9,14,5,1,5,0.833333333,0.740740741,0,9,3
net.sourceforge.atunes.kernel.modules.repository.ImportFoldersToRepositoryActionsWithBackgroundResult,57,8,23,12,1,15,0.857142857,0.75,0,10,7
net.sourceforge.atunes.kernel.modules.repository.ImportFoldersToRepositoryCallable,63,7,16,10,1,9,0.708333333,0.607142857,0,17,4
net.sourceforge.atunes.kernel.modules.repository.ImportToRepositoryProcessListener,24,4,8,5,1,4,0.666666667,0.5,0,6,2
net.sourceforge.atunes.kernel.modules.repository.JAudiotaggerAudioPropertiesReader,16,1,10,3,1,9,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.repository.LoadRepositoryCommandExecutor,16,1,10,3,0,9,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.repository.LocalAudioObjectFactory,39,6,13,6,1,7,0.8,0.666666667,0,7,2
net.sourceforge.atunes.kernel.modules.repository.LocalAudioObjectFilter,61,6,17,11,1,11,0.6,0.5,0,16,1
net.sourceforge.atunes.kernel.modules.repository.LocalAudioObjectLocator,31,4,10,7,1,7,0.666666667,0.5,0,9,2
net.sourceforge.atunes.kernel.modules.repository.LocalAudioObjectRefresher,101,17,33,13,0,16,0.925,0.870588235,0,23,5
net.sourceforge.atunes.kernel.modules.repository.LocalAudioObjectValidator,52,8,20,9,1,13,0.857142857,0.75,0,14,3
net.sourceforge.atunes.kernel.modules.repository.PersistRepositoryTask,19,4,6,3,1,2,0.666666667,0.5,0,4,3
net.sourceforge.atunes.kernel.modules.repository.ReadRepositoryInitializationTask,17,2,9,6,2,7,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.repository.RefreshFoldersTask,55,6,18,10,0,12,0.8,0.666666667,0,6,5
net.sourceforge.atunes.kernel.modules.repository.RemoveFoldersFromDiskBackgroundWorker,34,6,12,5,2,6,0.8,0.666666667,0,8,2
net.sourceforge.atunes.kernel.modules.repository.RepeatedObjectsHashCalculator,12,2,8,3,1,6,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.repository.RepeatedObjectsWithAlbumsHashCalculator,12,2,9,3,1,7,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.repository.Repository,245,40,87,22,1,49,0.88974359,0.8675,0,66,11
net.sourceforge.atunes.kernel.modules.repository.RepositoryActionsHelper,60,10,16,2,0,6,0.666666667,0.6,0,12,6
net.sourceforge.atunes.kernel.modules.repository.RepositoryAddService,109,13,32,14,0,20,0.861111111,0.794871795,0,26,6
net.sourceforge.atunes.kernel.modules.repository.RepositoryAutoRefresher,37,6,15,6,1,9,0.8,0.666666667,0,10,4
net.sourceforge.atunes.kernel.modules.repository.RepositoryFiller,216,15,77,20,0,62,0.678571429,0.633333333,0,58,4
net.sourceforge.atunes.kernel.modules.repository.RepositoryFromCacheProcessor,92,8,29,10,0,21,0.771428571,0.675,0,23,5
net.sourceforge.atunes.kernel.modules.repository.RepositoryHandler,538,78,187,47,3,111,0.950786056,0.938596491,0,132,19
net.sourceforge.atunes.kernel.modules.repository.RepositoryLoadedActions,36,4,16,4,0,12,0.666666667,0.5,0,4,3
net.sourceforge.atunes.kernel.modules.repository.RepositoryObjectDataStore,54,8,15,6,1,9,0.80952381,0.708333333,0,11,3
net.sourceforge.atunes.kernel.modules.repository.RepositoryReader,302,30,103,27,1,73,0.918864097,0.888235294,0,47,17
net.sourceforge.atunes.kernel.modules.repository.RepositoryReadLoader,83,10,26,8,2,17,0.888888889,0.8,0,19,2
net.sourceforge.atunes.kernel.modules.repository.RepositoryRefreshLoader,74,12,25,9,2,13,0.909090909,0.833333333,0,13,5
net.sourceforge.atunes.kernel.modules.repository.RepositoryRemover,113,12,51,14,0,39,0.8,0.733333333,0,31,5
net.sourceforge.atunes.kernel.modules.repository.RepositoryStructure,25,7,13,6,1,6,0.583333333,0.5,0,7,2
net.sourceforge.atunes.kernel.modules.repository.RepositoryTransaction,28,3,7,7,1,4,0.333333333,0.222222222,0,5,4
net.sourceforge.atunes.kernel.modules.repository.ShowIndeterminateDialogRunnable,10,2,3,1,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.repository.ShowRepositoryDataHelper,33,4,11,3,0,7,0.666666667,0.5,0,4,1
net.sourceforge.atunes.kernel.modules.repository.TrackNumberComparator,10,1,6,2,1,5,0,1,0,3,1
net.sourceforge.atunes.kernel.modules.repository.UnknownObjectChecker,39,9,11,3,1,3,0,0,0,9,0
net.sourceforge.atunes.kernel.modules.repository.ValidLocalAudioObjectFileFilter,10,2,3,3,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.repository.VoidRepository,141,37,38,14,1,2,0,0,0,36,0
net.sourceforge.atunes.kernel.modules.repository.VoidRepositoryLoaderListener,26,8,8,4,1,0,0,0,0,8,0
net.sourceforge.atunes.kernel.modules.repository.Year,58,11,21,9,2,11,0.766666667,0.696969697,0,16,3
net.sourceforge.atunes.kernel.modules.search.AlbumArtistSearchField,28,6,11,6,3,5,0.8,0.666666667,0,6,2
net.sourceforge.atunes.kernel.modules.search.AlbumFavoriteSearchOperator,15,3,5,4,2,2,0.5,0.333333333,0,3,1
net.sourceforge.atunes.kernel.modules.search.AlbumSearchField,33,7,14,8,3,7,0.833333333,0.714285714,0,7,2
net.sourceforge.atunes.kernel.modules.search.AndLogicalSearchOperator,23,2,5,5,1,3,0,0,0,6,0
net.sourceforge.atunes.kernel.modules.search.ArtistFavoriteSearchOperator,15,3,5,4,2,2,0.5,0.333333333,0,3,1
net.sourceforge.atunes.kernel.modules.search.ArtistSearchField,33,7,14,8,3,7,0.833333333,0.714285714,0,7,2
net.sourceforge.atunes.kernel.modules.search.BitrateSearchField,23,5,10,7,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.CommentSearchField,23,5,10,5,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.ComplexRuleTreeBuilder,192,16,66,19,0,52,0.933333333,0.875,0,47,3
net.sourceforge.atunes.kernel.modules.search.ComposerSearchField,23,5,10,5,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.CustomSearchController,212,12,80,24,2,68,0.833333333,0.763888889,0,19,6
net.sourceforge.atunes.kernel.modules.search.FileNameSearchField,31,6,12,6,3,6,0.8,0.666666667,0,9,2
net.sourceforge.atunes.kernel.modules.search.FrequencySearchField,23,5,10,7,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.GenericSearchField,36,3,10,11,1,7,0,0,4,9,0
net.sourceforge.atunes.kernel.modules.search.GenreSearchField,22,5,10,6,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.IntegerEqualsSearchOperator,13,2,5,3,2,3,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.IntegerGreaterThanSearchOperator,14,2,5,3,2,3,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.IntegerLessThanSearchOperator,13,2,5,3,2,3,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.IntegerSearchField,30,5,8,6,2,3,0.75,0.6,4,5,3
net.sourceforge.atunes.kernel.modules.search.LocalAudioObjectFavoriteSearchOperator,15,3,5,4,2,2,0.5,0.333333333,0,3,1
net.sourceforge.atunes.kernel.modules.search.LocalAudioObjectSearchField,40,8,12,9,2,4,0.857142857,0.75,0,8,2
net.sourceforge.atunes.kernel.modules.search.LogicalSearchNode,36,7,14,8,1,7,0.5,0.428571429,0,8,2
net.sourceforge.atunes.kernel.modules.search.LogicalSearchNodeRepresentation,25,3,14,7,2,12,0.833333333,0.555555556,0,4,3
net.sourceforge.atunes.kernel.modules.search.LongEqualsSearchOperator,13,2,5,3,2,3,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.LongGreaterThanSearchOperator,13,2,5,3,2,3,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.LongLessThanSearchOperator,13,2,5,3,2,3,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.LongSearchField,28,5,8,6,2,3,0.75,0.6,1,5,3
net.sourceforge.atunes.kernel.modules.search.LyricsSearchField,23,5,10,5,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.NotLogicalSearchOperator,26,3,9,7,1,6,0.5,0.333333333,0,8,1
net.sourceforge.atunes.kernel.modules.search.OrLogicalSearchOperator,22,2,5,5,1,3,0,0,0,6,0
net.sourceforge.atunes.kernel.modules.search.RatingSearchField,23,5,10,7,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.RuleComboListCellRenderer,10,1,3,5,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.search.RuleListCellRenderer,10,1,3,6,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.search.RuleTreeCellRenderer,20,1,11,7,1,10,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.SearchHandler,37,6,17,10,3,11,0,0,0,7,0
net.sourceforge.atunes.kernel.modules.search.SearchResultsController,117,12,57,18,2,45,0.803030303,0.736111111,0,20,6
net.sourceforge.atunes.kernel.modules.search.SearchResultsListener,21,2,12,3,1,10,0,0,0,9,2
net.sourceforge.atunes.kernel.modules.search.SearchResultTableModel,31,6,12,8,3,6,0.4,0.333333333,0,8,1
net.sourceforge.atunes.kernel.modules.search.SearchRule,45,10,15,7,1,5,0.555555556,0.5,0,10,3
net.sourceforge.atunes.kernel.modules.search.SearchRuleCreatorHelper,17,4,5,4,0,1,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.search.SearchRuleCreatorLogic,101,17,44,9,0,28,0.34375,0.323529412,0,27,2
net.sourceforge.atunes.kernel.modules.search.SearchRuleRepresentation,19,3,9,4,2,7,0.75,0.5,0,2,4
net.sourceforge.atunes.kernel.modules.search.StringContainsSearchOperator,16,2,6,2,2,4,0,0,0,7,0
net.sourceforge.atunes.kernel.modules.search.StringEqualsSearchOperator,16,2,4,2,2,2,0,0,0,7,0
net.sourceforge.atunes.kernel.modules.search.StringSearchField,24,4,6,5,2,2,0.666666667,0.5,10,4,2
net.sourceforge.atunes.kernel.modules.search.TitleSearchField,23,5,10,6,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.TrackSearchField,23,5,10,7,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.URLSearchField,23,5,10,5,3,5,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.search.YearSearchField,28,5,13,8,3,8,0.75,0.6,0,7,1
net.sourceforge.atunes.kernel.modules.state.AbstractPreferencesPanel,36,13,16,6,1,3,0.958333333,0.884615385,14,13,4
net.sourceforge.atunes.kernel.modules.state.ApplicationStateContext,132,25,32,7,2,7,0.520833333,0.5,0,25,2
net.sourceforge.atunes.kernel.modules.state.ApplicationStateCore,100,20,24,8,2,4,0.052631579,0.05,0,20,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStateDevice,54,10,13,4,2,3,0.111111111,0.1,0,10,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStateNavigation,197,34,42,11,2,8,0.03030303,0.029411765,0,36,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStatePlayer,137,28,31,6,2,3,0.037037037,0.035714286,0,28,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStatePlaylist,91,16,22,6,2,6,0.066666667,0.0625,0,17,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStatePodcast,66,10,13,5,2,3,0.111111111,0.1,0,10,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStateRadio,21,4,7,3,2,3,0.333333333,0.25,0,4,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStateRepository,194,34,37,6,2,3,0.03030303,0.029411765,0,34,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStateRipper,59,12,15,4,2,3,0.090909091,0.083333333,0,12,1
net.sourceforge.atunes.kernel.modules.state.ApplicationStateService,125,25,47,12,1,22,0.916666667,0.88,0,29,9
net.sourceforge.atunes.kernel.modules.state.ApplicationStateUI,233,41,54,20,2,13,0.683333333,0.666666667,0,45,3
net.sourceforge.atunes.kernel.modules.state.AvailablePatternsTableModel,31,6,12,6,1,6,0.9,0.75,0,8,2
net.sourceforge.atunes.kernel.modules.state.ColorBean,22,3,9,3,2,6,0.7,0.466666667,0,3,5
net.sourceforge.atunes.kernel.modules.state.ColorBeanFactory,6,1,2,3,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.state.ContextPanel,208,17,86,25,2,69,0.892045455,0.839572193,0,20,11
net.sourceforge.atunes.kernel.modules.state.DevicePanel,248,17,85,23,2,68,0.883333333,0.831372549,0,21,15
net.sourceforge.atunes.kernel.modules.state.EditPreferencesDialog,98,12,50,18,2,38,0.893939394,0.819444444,0,14,6
net.sourceforge.atunes.kernel.modules.state.EditPreferencesDialogController,73,9,32,8,2,23,0.5625,0.5,0,15,2
net.sourceforge.atunes.kernel.modules.state.EditPreferencesDialogListener,29,3,13,4,1,10,0.25,0.166666667,0,7,2
net.sourceforge.atunes.kernel.modules.state.ExportPanel,204,13,70,18,2,57,0.840909091,0.776223776,0,17,11
net.sourceforge.atunes.kernel.modules.state.FontBean,75,9,17,6,2,9,0.5625,0.5,0,24,4
net.sourceforge.atunes.kernel.modules.state.FontBeanFactory,6,1,2,3,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.state.GeneralPanel,410,34,160,40,2,126,0.932506887,0.905080214,0,53,24
net.sourceforge.atunes.kernel.modules.state.GeneralPanel.ApplySkinActionListener,25,1,9,3,1,8,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.state.ImportPanel,261,14,95,20,2,81,0.830769231,0.771428571,0,18,15
net.sourceforge.atunes.kernel.modules.state.InternetPanel,209,15,69,19,2,54,0.825892857,0.770833333,0,30,17
net.sourceforge.atunes.kernel.modules.state.IStateStore,9,5,5,0,0,0,0,0,1,5,0
net.sourceforge.atunes.kernel.modules.state.LanguageListCellRendererCode,26,2,16,10,1,14,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.state.LastFmPanel,163,17,63,14,2,46,0.84375,0.794117647,0,17,10
net.sourceforge.atunes.kernel.modules.state.LocaleBean,43,8,13,5,2,6,0.571428571,0.5,0,9,3
net.sourceforge.atunes.kernel.modules.state.LocaleBeanFactory,6,1,2,3,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.state.LocaleComparator,11,2,5,2,1,3,1,0.5,0,2,2
net.sourceforge.atunes.kernel.modules.state.LyricsEnginesTableModel,91,14,33,12,1,19,0.717948718,0.666666667,0,25,3
net.sourceforge.atunes.kernel.modules.state.NavigatorPanel,280,24,115,29,2,91,0.90389016,0.86622807,0,34,19
net.sourceforge.atunes.kernel.modules.state.OpenLastFmMouseAdapter,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.state.OSDPanel,225,19,74,18,2,56,0.897660819,0.850415512,0,45,19
net.sourceforge.atunes.kernel.modules.state.PasswordPreference,38,6,16,5,2,11,1.2,1,0,12,1
net.sourceforge.atunes.kernel.modules.state.PlayerPanel,366,30,146,33,2,116,0.935532234,0.904347826,0,37,23
net.sourceforge.atunes.kernel.modules.state.PlayerPanel.HotkeyKeyAdapter,38,4,15,6,1,11,0.666666667,0.5,0,6,2
net.sourceforge.atunes.kernel.modules.state.PlayerPanel.HotkeyTableTableCellRendererCode,25,1,8,6,2,7,0,0,0,5,0
net.sourceforge.atunes.kernel.modules.state.PlayerPanel.HotkeyTableModel,40,6,14,4,1,8,0.8,0.666666667,0,12,2
net.sourceforge.atunes.kernel.modules.state.PlayListPrefPanel,71,7,28,5,2,21,0.833333333,0.714285714,0,7,9
net.sourceforge.atunes.kernel.modules.state.PodcastFeedPanel,120,15,40,13,2,25,0.904761905,0.844444444,0,15,9
net.sourceforge.atunes.kernel.modules.state.Preference,10,2,2,1,1,0,1,0.5,1,2,2
net.sourceforge.atunes.kernel.modules.state.PreferenceHelper,29,5,13,6,0,8,0,0,0,10,1
net.sourceforge.atunes.kernel.modules.state.PreferencesCache,57,5,19,7,1,14,0,0,0,14,0
net.sourceforge.atunes.kernel.modules.state.PreferencesListCellRendererCode,11,1,5,6,1,4,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.state.PreferencesValidationException,6,1,2,2,1,1,0,1,0,1,1
net.sourceforge.atunes.kernel.modules.state.PreferencesValidationResult,19,5,5,2,0,0,0.625,0.5,0,5,2
net.sourceforge.atunes.kernel.modules.state.ProxyBean,57,12,13,3,2,2,0.863636364,0.791666667,0,11,6
net.sourceforge.atunes.kernel.modules.state.ProxyBeanFactory,7,1,2,4,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.state.RadioPanel,42,8,17,4,2,9,0.857142857,0.75,0,8,3
net.sourceforge.atunes.kernel.modules.state.RepositoryPanel,211,20,80,29,2,60,0.898245614,0.853333333,0,24,15
